1	3 
2	2 
3	2 
4	2 
5	3 
6	1 
7	3 
8	2 
9	2 
10	1 
11	2 
12	2 
13	1 
14	2 
15	1 
16	3 
17	2 
18	3 
19	1 
20	3 
21	3 
22	2 
23	2 
24	1 
25	1 
26	2 
27	1 
28	1 
29	1 
30	2 
31	1 
32	1 
33	3 
34	1 
35	1 
36	2 
37	3 
38	3 
39	1 
40	1 
41	2 
42	1 
43	2 
44	3 
45	2 
46	3 
47	1 
48	2 
49	2 
50	1 
51	2 
52	2 
53	2 
54	3 
55	1 
56	2 
57	1 
58	2 
59	1 
60	1 
61	2 
62	1 
63	3 
64	2 
65	3 
66	3 
67	2 
68	3 
69	2 
70	1 
71	2 
72	2 
73	1 
74	1 
75	3 
76	3 
77	2 
78	1 
79	2 
80	1 
81	1 
82	1 
83	2 
84	1 
85	1 
86	1 
87	3 
88	3 
89	2 
90	3 
91	1 
92	2 
93	1 
94	2 
95	2 
96	1 
97	1 
98	1 
99	1 
100	3 
101	3 
102	1 
103	3 
104	2 
105	1 
106	1 
107	1 
108	2 
109	2 
110	1 
111	1 
112	1 
113	1 
114	1 
115	1 
116	2 
117	1 
118	2 
119	1 
120	2 
121	2 
122	1 
123	2 
124	2 
125	1 
126	2 
127	1 
128	1 
