1	2 
2	2 
3	1 
4	1 
5	3 
6	1 
7	3 
8	3 
9	1 
10	2 
11	3 
12	3 
13	1 
14	1 
15	1 
16	2 
17	1 
18	1 
19	1 
20	2 
21	1 
22	2 
23	2 
24	3 
25	2 
26	1 
27	1 
28	3 
29	1 
30	2 
31	1 
32	1 
33	2 
34	3 
35	2 
36	3 
37	2 
38	3 
39	1 
40	2 
41	2 
42	2 
43	2 
44	3 
45	2 
46	1 
47	2 
48	3 
49	1 
50	2 
51	3 
52	3 
53	1 
54	2 
55	3 
56	2 
57	3 
58	2 
59	2 
60	3 
61	2 
62	2 
63	2 
64	2 
65	2 
66	3 
67	3 
68	1 
69	3 
70	3 
71	3 
72	1 
73	2 
74	2 
75	1 
76	2 
77	2 
78	1 
79	1 
80	1 
81	2 
82	1 
83	1 
84	1 
85	2 
86	3 
87	3 
88	2 
89	2 
90	1 
91	2 
92	2 
93	1 
94	1 
95	1 
96	1 
97	2 
98	2 
99	2 
100	2 
