degree distribution (probability density function of the degree in logarithmic bins) 
7.41948	0.179655
9.45556	0.0999047
11.3918	0.044409
13.9174	0.0456952
16.8806	0.0208711
20.36	0.0192716
24.4286	0.0118694
28.8889	0.00944107
35.7561	0.00591285
44.3333	0.0049963

degree distribution (degree-occurrences) 
7	0.155
8	0.112
9	0.098
10	0.082
11	0.059
12	0.038
13	0.048
14	0.035
15	0.038
16	0.027
17	0.021
18	0.019
19	0.023
20	0.016
21	0.022
22	0.014
23	0.015
24	0.013
25	0.017
26	0.011
27	0.013
28	0.016
29	0.006
30	0.009
31	0.003
32	0.007
33	0.007
34	0.008
35	0.007
36	0.005
37	0.002
38	0.004
39	0.008
40	0.004
41	0.004
42	0.002
43	0.006
44	0.003
45	0.006
46	0.01
47	0.002
48	0.005


--------------------------------------
community distribution (size-occurrences)
20	0.0333333
21	0.1
22	0.0333333
23	0.0333333
24	0.0333333
25	0.1
26	0.0333333
29	0.0333333
30	0.0666667
34	0.0333333
35	0.0666667
37	0.1
41	0.0333333
42	0.0666667
43	0.0333333
44	0.1
46	0.0333333
48	0.0333333
49	0.0333333


--------------------------------------
mixing parameter
0	0.094
0.047619	0.001
0.0575931	0.013
0.0680135	0.066
0.0811328	0.089
0.0922565	0.114
0.105722	0.286
0.117419	0.049
0.126818	0.136
0.142919	0.116
0.153846	0.015
0.166667	0.011
0.180927	0.006
0.2	0.003
0.25	0.001

--------------------------------------
