1	52
1	58
1	70
1	107
1	109
1	118
1	124
2	117
2	120
2	123
2	124
2	125
2	126
2	127
3	78
3	122
3	123
3	124
3	125
3	126
3	127
4	15
4	101
4	119
4	121
4	124
4	127
4	128
5	35
5	49
5	69
5	86
5	107
5	109
5	127
6	53
6	67
6	83
6	85
6	108
6	110
6	120
7	66
7	78
7	87
7	89
7	111
7	112
7	113
8	24
8	26
8	56
8	80
8	81
8	88
8	111
9	73
9	91
9	96
9	99
9	110
9	114
9	120
10	89
10	93
10	94
10	102
10	111
10	112
10	118
11	44
11	88
11	102
11	105
11	111
11	112
11	127
12	59
12	115
12	116
12	122
12	125
12	127
12	128
13	23
13	49
13	54
13	86
13	107
13	109
13	114
14	88
14	117
14	119
14	123
14	124
14	127
14	128
15	4
15	57
15	94
15	96
15	110
15	116
15	120
16	57
16	61
16	97
16	98
16	108
16	116
16	123
17	28
17	68
17	83
17	92
17	110
17	116
17	124
18	20
18	27
18	61
18	100
18	101
18	120
18	128
19	60
19	89
19	102
19	103
19	105
19	111
19	112
19	125
20	18
20	76
20	83
20	85
20	108
20	116
20	120
20	122
21	39
21	64
21	70
21	86
21	95
21	107
21	109
21	123
22	32
22	122
22	123
22	124
22	125
22	126
22	127
22	128
23	13
23	38
23	52
23	86
23	95
23	101
23	107
23	109
24	8
24	45
24	75
24	94
24	105
24	111
24	112
24	117
25	108
25	117
25	119
25	123
25	125
25	126
25	127
25	128
26	8
26	77
26	87
26	91
26	94
26	105
26	111
26	112
27	18
27	51
27	79
27	99
27	108
27	116
27	120
27	126
28	17
28	84
28	97
28	100
28	101
28	108
28	111
28	120
29	84
29	88
29	96
29	101
29	108
29	110
29	116
29	120
30	39
30	52
30	70
30	95
30	107
30	109
30	126
30	128
31	76
31	81
31	91
31	95
31	96
31	108
31	116
31	120
31	127
32	22
32	76
32	79
32	96
32	98
32	108
32	116
32	120
32	127
33	38
33	46
33	52
33	59
33	65
33	70
33	86
33	109
33	116
34	61
34	67
34	97
34	99
34	100
34	101
34	108
34	120
34	121
35	5
35	46
35	58
35	59
35	71
35	95
35	107
35	109
35	119
36	99
36	118
36	119
36	121
36	123
36	125
36	126
36	127
36	128
37	84
37	116
37	121
37	123
37	124
37	125
37	126
37	127
37	128
38	23
38	33
38	43
38	49
38	64
38	95
38	104
38	107
38	112
39	21
39	30
39	46
39	70
39	95
39	100
39	105
39	107
39	109
40	46
40	87
40	114
40	118
40	121
40	124
40	125
40	127
40	128
41	89
41	115
41	118
41	121
41	122
41	124
41	125
41	126
41	128
42	109
42	117
42	119
42	122
42	124
42	125
42	126
42	127
42	128
43	38
43	46
43	58
43	59
43	70
43	86
43	107
43	109
43	122
44	11
44	47
44	78
44	80
44	92
44	93
44	105
44	106
44	111
45	24
45	112
45	118
45	119
45	121
45	122
45	123
45	126
45	127
46	33
46	35
46	39
46	40
46	43
46	52
46	58
46	64
